"protocol" "tgs" "np" "nc" "tf"
"fins" "028000" 1 1 1
"fins" "ff5041" 1 1 1
"fins" "7a0203" 1 1 1
"fins" "96cccc" 1 1 1
"fins" "010041" 1 1 1
"fins" "7a0307" 1 1 1
"fins" "040000" 1 1 1
"fins" "010002" 1 1 1
"fins" "454680" 1 1 1
"fins" "040280" 1 1 1
"fins" "010010" 1 1 1
"fins" "007a05" 1 1 1
"fins" "050101" 1 1 1
"fins" "415353" 1 1 1
"fins" "534e00" 1 1 1
"fins" "cccc81" 1 1 1
"fins" "010480" 1 1 1
"fins" "0191cc" 1 1 1
"fins" "008000" 1 1 1
"fins" "010a00" 1 1 1
"fins" "020280" 1 1 1
"fins" "801300" 1 1 1
"fins" "04cccc" 1 1 1
"fins" "7a0304" 1 1 1
"fins" "415441" 1 1 1
"fins" "0197cc" 1 1 1
"fins" "0100cc" 1 1 1
"fins" "000200" 1 1 1
"fins" "198000" 1 1 1
"fins" "444154" 1 1 1
"fins" "014142" 1 1 1
"fins" "011bcc" 1 1 1
"fins" "95cccc" 1 1 1
"fins" "000001" 1 1 1
"fins" "ffff01" 1 1 1
"fins" "020380" 1 1 1
"fins" "7a0221" 1 1 1
"fins" "120000" 1 1 1
"fins" "801200" 1 1 1
"fins" "010181" 1 1 1
"fins" "40ffff" 1 1 1
"fins" "93cccc" 1 1 1
"fins" "010104" 1 1 1
"fins" "616161" 1 1 1
"fins" "030800" 1 1 1
"fins" "020a00" 1 1 1
"fins" "7a0201" 1 1 1
"fins" "010198" 1 1 1
"hart" "000d01" 3 3 1
"hart" "000002" 3 3 1
"hart" "010000" 3 3 1
"hart" "0d0100" 3 3 1
"hart" "02000d" 3 3 1
"hart" "000200" 3 3 1
"http" "696f6e" 74 74 1
"http" "74696f" 74 74 1
"http" "616765" 74 74 1
"http" "485454" 73 74 0.986486486486487
"http" "2e310d" 73 74 0.986486486486487
"http" "636365" 73 74 0.986486486486487
"http" "2f312e" 73 74 0.986486486486487
"http" "416363" 73 74 0.986486486486487
"http" "0d0a41" 73 74 0.986486486486487
"http" "70742d" 73 74 0.986486486486487
"http" "696361" 73 74 0.986486486486487
"http" "617465" 73 74 0.986486486486487
"http" "486f73" 73 74 0.986486486486487
"http" "0d0a55" 73 74 0.986486486486487
"http" "736572" 73 74 0.986486486486487
"http" "67656e" 73 74 0.986486486486487
"http" "0a4163" 73 74 0.986486486486487
"http" "65722d" 73 74 0.986486486486487
"http" "0a5573" 73 74 0.986486486486487
"http" "617469" 73 74 0.986486486486487
"http" "0a436f" 73 74 0.986486486486487
"http" "743a20" 73 74 0.986486486486487
"http" "722d41" 73 74 0.986486486486487
"http" "54202f" 73 74 0.986486486486487
"http" "545450" 73 74 0.986486486486487
"http" "6f6469" 73 74 0.986486486486487
"http" "310d0a" 73 74 0.986486486486487
"http" "204854" 73 74 0.986486486486487
"http" "636f64" 73 74 0.986486486486487
"http" "73743a" 73 74 0.986486486486487
"http" "557365" 73 74 0.986486486486487
"http" "0d0a43" 73 74 0.986486486486487
"http" "653a20" 73 74 0.986486486486487
"http" "656e74" 73 74 0.986486486486487
"http" "6f7374" 73 74 0.986486486486487
"http" "416765" 73 74 0.986486486486487
"http" "2d4167" 73 74 0.986486486486487
"http" "54502f" 73 74 0.986486486486487
"http" "636570" 73 74 0.986486486486487
"http" "6e743a" 73 74 0.986486486486487
"http" "502f31" 73 74 0.986486486486487
"http" "0a486f" 73 74 0.986486486486487
"http" "0d0a48" 73 74 0.986486486486487
"http" "312e31" 73 74 0.986486486486487
"http" "657074" 73 74 0.986486486486487
"iec" "000b04" 1 1 1
"iec" "010414" 1 1 1
"iec" "1a0004" 1 1 1
"iec" "040002" 1 1 1
"iec" "040b00" 1 1 1
"iec" "001468" 1 1 1
"iec" "200414" 1 1 1
"iec" "04000a" 1 1 1
"iec" "010400" 1 1 1
"iec" "030414" 1 1 1
"iec" "020002" 1 1 1
"iec" "01001a" 1 1 1
"iec" "683a16" 1 1 1
"iec" "240004" 1 1 1
"iec" "64010a" 1 1 1
"iec" "040024" 1 1 1
"iec" "1f0414" 1 1 1
"iec" "68222e" 1 1 1
"iec" "222c00" 1 1 1
"iec" "0e2200" 1 1 1
"iec" "0d0e00" 1 1 1
"iec" "001f04" 1 1 1
"iec" "00681e" 1 1 1
"iec" "683e1a" 1 1 1
"iec" "361400" 1 1 1
"iec" "1a0600" 1 1 1
"iec" "000003" 1 1 1
"iec" "311017" 1 1 1
"iec" "0c0000" 1 1 1
"iec" "68220e" 1 1 1
"iec" "020001" 1 1 1
"iec" "680e00" 1 1 1
"iec" "000068" 1 1 1
"iec" "090414" 1 1 1
"iec" "2c0004" 1 1 1
"iec" "680e20" 1 1 1
"iec" "0e0200" 1 1 1
"iec" "06000a" 1 1 1
"iec" "020000" 1 1 1
"iec" "000002" 1 1 1
"iec" "1e0004" 1 1 1
"iec" "683614" 1 1 1
"iec" "002204" 1 1 1
"iec" "040022" 1 1 1
"iec" "041400" 1 1 1
"iec" "14681a" 1 1 1
"iec" "14000a" 1 1 1
"iec" "04000b" 1 1 1
"iec" "006822" 1 1 1
"iec" "040064" 1 1 1
"iec" "683e1c" 1 1 1
"iec" "002304" 1 1 1
"iec" "0d6836" 1 1 1
"iec" "120004" 1 1 1
"iec" "68220c" 1 1 1
"iec" "170884" 1 1 1
"iec" "070d0c" 1 1 1
"iec" "0d6846" 1 1 1
"iec" "680e22" 1 1 1
"iec" "0d680e" 1 1 1
"iec" "101708" 1 1 1
"iec" "430000" 1 1 1
"iec" "002404" 1 1 1
"iec" "3e1a00" 1 1 1
"iec" "000046" 1 1 1
"iec" "006804" 1 1 1
"iec" "000a00" 1 1 1
"iec" "000400" 1 1 1
"iec" "000004" 1 1 1
"iec" "070414" 1 1 1
"iec" "683612" 1 1 1
"iec" "681a04" 1 1 1
"iec" "030000" 1 1 1
"iec" "006401" 1 1 1
"iec" "088407" 1 1 1
"iec" "044300" 1 1 1
"iec" "010700" 1 1 1
"iec" "230414" 1 1 1
"iec" "040020" 1 1 1
"iec" "0b0414" 1 1 1
"iec" "040009" 1 1 1
"iec" "040100" 1 1 1
"iec" "640106" 1 1 1
"iec" "14680e" 1 1 1
"iec" "461e00" 1 1 1
"iec" "68040b" 1 1 1
"iec" "0c0004" 1 1 1
"iec" "010600" 1 1 1
"iec" "048300" 1 1 1
"iec" "00683e" 1 1 1
"iec" "001a00" 1 1 1
"iec" "0d683a" 1 1 1
"iec" "040005" 1 1 1
"iec" "0a0000" 1 1 1
"iec" "070d68" 1 1 1
"iec" "04001f" 1 1 1
"iec" "0e0004" 1 1 1
"iec" "2a2a00" 1 1 1
"iec" "080004" 1 1 1
"iec" "681e08" 1 1 1
"iec" "000300" 1 1 1
"iec" "2e0004" 1 1 1
"iec" "004601" 1 1 1
"iec" "830000" 1 1 1
"iec" "07000a" 1 1 1
"iec" "681a06" 1 1 1
"iec" "1a0400" 1 1 1
"iec" "220e00" 1 1 1
"iec" "680443" 1 1 1
"iec" "0a0001" 1 1 1
"iec" "0d0d00" 1 1 1
"iec" "68222c" 1 1 1
"iec" "180004" 1 1 1
"iec" "684618" 1 1 1
"iec" "050414" 1 1 1
"iec" "000100" 1 1 1
"iec" "000504" 1 1 1
"iec" "240414" 1 1 1
"iec" "0d0000" 1 1 1
"iec" "040007" 1 1 1
"iec" "140004" 1 1 1
"iec" "220c00" 1 1 1
"iec" "1a2600" 1 1 1
"iec" "0d6804" 1 1 1
"iec" "002004" 1 1 1
"iec" "040023" 1 1 1
"iec" "461800" 1 1 1
"iec" "000014" 1 1 1
"iec" "84070d" 1 1 1
"iec" "070d0d" 1 1 1
"iec" "002104" 1 1 1
"iec" "460104" 1 1 1
"iec" "070000" 1 1 1
"iec" "000b00" 1 1 1
"iec" "04001e" 1 1 1
"iec" "361200" 1 1 1
"iec" "2a0a00" 1 1 1
"iec" "000064" 1 1 1
"iec" "010000" 1 1 1
"iec" "3a1600" 1 1 1
"iec" "1e0414" 1 1 1
"iec" "680483" 1 1 1
"iec" "681a26" 1 1 1
"iec" "1a2400" 1 1 1
"iec" "220004" 1 1 1
"iec" "1a0068" 1 1 1
"iec" "220414" 1 1 1
"iec" "680401" 1 1 1
"iec" "280004" 1 1 1
"iec" "681e28" 1 1 1
"iec" "070d0e" 1 1 1
"iec" "0d683e" 1 1 1
"iec" "000904" 1 1 1
"iec" "00682a" 1 1 1
"iec" "040001" 1 1 1
"iec" "0e0000" 1 1 1
"iec" "0a0004" 1 1 1
"iec" "00681a" 1 1 1
"iec" "0a000a" 1 1 1
"iec" "000d04" 1 1 1
"iec" "04000d" 1 1 1
"iec" "2a1000" 1 1 1
"iec" "020064" 1 1 1
"iec" "222e00" 1 1 1
"iec" "2a0004" 1 1 1
"iec" "000304" 1 1 1
"iec" "003110" 1 1 1
"iec" "0d0c00" 1 1 1
"iec" "040021" 1 1 1
"iec" "682a10" 1 1 1
"iec" "040000" 1 1 1
"iec" "1e2800" 1 1 1
"iec" "1c0004" 1 1 1
"iec" "060002" 1 1 1
"iec" "0a000b" 1 1 1
"iec" "681a24" 1 1 1
"iec" "200004" 1 1 1
"iec" "1e0800" 1 1 1
"iec" "000104" 1 1 1
"iec" "680407" 1 1 1
"iec" "260004" 1 1 1
"iec" "010a00" 1 1 1
"iec" "3e1c00" 1 1 1
"iec" "210414" 1 1 1
"iec" "040003" 1 1 1
"iec" "0d0414" 1 1 1
"iec" "100004" 1 1 1
"iec" "000200" 1 1 1
"iec" "682a2a" 1 1 1
"iec" "0b0000" 1 1 1
"iec" "68461e" 1 1 1
"iec" "001e04" 1 1 1
"iec" "160004" 1 1 1
"iec" "006836" 1 1 1
"iec" "020003" 1 1 1
"iec" "680e02" 1 1 1
"iec" "640107" 1 1 1
"iec" "000031" 1 1 1
"iec" "682a0a" 1 1 1
"iec" "000704" 1 1 1
"iec" "0e2000" 1 1 1
"iec" "00680e" 1 1 1
"iec" "040700" 1 1 1
"mms" "018103" 21 21 1
"mms" "c10200" 21 21 1
"mms" "02c202" 21 21 1
"mms" "02f080" 21 21 1
"mms" "000600" 21 21 1
"mms" "800101" 21 21 1
"mms" "000006" 21 21 1
"mms" "020100" 21 21 1
"mms" "03ffff" 21 21 1
"mms" "130ee0" 21 21 1
"mms" "010181" 21 21 1
"mms" "00130e" 21 21 1
"mms" "00c102" 21 21 1
"mms" "0002c2" 21 21 1
"mms" "c20202" 21 21 1
"mms" "0600c1" 21 21 1
"mms" "020002" 21 21 1
"mms" "e00000" 21 21 1
"mms" "810305" 21 21 1
"mms" "000013" 21 21 1
"mms" "0ee000" 21 21 1
"mms" "000300" 21 21 1
"mms" "ffffff" 21 21 1
"mms" "030000" 21 21 1
"mms" "020200" 21 21 1
"modbus" "010000" 13 17 0.764705882352941
"modbus" "000100" 13 17 0.764705882352941
"ntp" "000001" 16 16 1
"ntp" "000102" 15 16 0.9375
"ntp" "c50204" 15 16 0.9375
"ntp" "0204ec" 15 16 0.9375
"ntp" "00c502" 15 16 0.9375
"ntp" "d9000a" 15 16 0.9375
"ntp" "900000" 15 16 0.9375
"ntp" "0204eb" 15 16 0.9375
"ntp" "000afa" 15 16 0.9375
"ntp" "010290" 15 16 0.9375
"ntp" "0afa00" 15 16 0.9375
"ntp" "fa0000" 15 16 0.9375
"ntp" "0000c5" 15 16 0.9375
"ntp" "029000" 15 16 0.9375
"omron" "2d4400" 2 2 1
"omron" "0000c8" 2 2 1
"omron" "172a10" 2 2 1
"omron" "00ef05" 2 2 1
"omron" "000043" 2 2 1
"omron" "c00002" 2 2 1
"omron" "000001" 2 2 1
"omron" "03000a" 2 2 1
"omron" "020000" 2 2 1
"omron" "003031" 2 2 1
"omron" "4c3230" 2 2 1
"omron" "435031" 2 2 1
"omron" "50314c" 2 2 1
"omron" "300000" 2 2 1
"omron" "454c32" 2 2 1
"omron" "080000" 2 2 1
"omron" "303000" 2 2 1
"omron" "440000" 2 2 1
"omron" "050100" 2 2 1
"omron" "2e3036" 2 2 1
"omron" "314c2d" 2 2 1
"omron" "44522d" 2 2 1
"omron" "4c2d45" 2 2 1
"omron" "100800" 2 2 1
"omron" "00c000" 2 2 1
"omron" "312e30" 2 2 1
"omron" "004350" 2 2 1
"omron" "000030" 2 2 1
"omron" "00c800" 2 2 1
"omron" "000020" 2 2 1
"omron" "000a17" 2 2 1
"omron" "002020" 2 2 1
"omron" "2d454c" 2 2 1
"omron" "000300" 2 2 1
"omron" "360000" 2 2 1
"omron" "304452" 2 2 1
"omron" "522d44" 2 2 1
"omron" "30312e" 2 2 1
"omron" "000100" 2 2 1
"omron" "2a1008" 2 2 1
"omron" "203031" 2 2 1
"omron" "323044" 2 2 1
"omron" "202030" 2 2 1
"omron" "2e3030" 2 2 1
"omron" "202020" 2 2 1
"omron" "800002" 2 2 1
"omron" "010000" 2 2 1
"omron" "0a172a" 2 2 1
"omron" "303600" 2 2 1
"omron" "010003" 2 2 1
"omron" "000200" 2 2 1
"s7" "02f080" 36 36 1
"s7" "000001" 36 36 1
"s7" "010000" 36 36 1
"s7" "000300" 36 36 1
"s7" "000003" 36 36 1
"s7" "000002" 36 36 1
"s7" "030000" 36 36 1
"s7" "020000" 35 36 0.972222222222222
"s7" "000004" 34 36 0.944444444444444
"s7" "00c001" 34 36 0.944444444444444
"s7" "000200" 32 36 0.888888888888889
"s7" "000100" 32 36 0.888888888888889
"s7" "c0010a" 30 36 0.833333333333333
"s7" "000400" 30 36 0.833333333333333
"s7" "010ac1" 29 36 0.805555555555556
"s7" "320300" 29 36 0.805555555555556
"s7" "000800" 29 36 0.805555555555556
"s7" "f08032" 28 36 0.777777777777778
"s7" "11d000" 28 36 0.777777777777778
"s7" "010002" 28 36 0.777777777777778
"s7" "f00000" 28 36 0.777777777777778
"s7" "0000ff" 28 36 0.777777777777778
"s7" "000005" 28 36 0.777777777777778
"s7" "00001b" 28 36 0.777777777777778
"s7" "00f000" 28 36 0.777777777777778
"s7" "080000" 28 36 0.777777777777778
"s7" "000016" 28 36 0.777777777777778
"s7" "803203" 28 36 0.777777777777778
"s7" "0000f0" 28 36 0.777777777777778
"s7" "1611d0" 28 36 0.777777777777778
"s7" "001b02" 28 36 0.777777777777778
"s7" "020300" 28 36 0.777777777777778
"s7" "001611" 28 36 0.777777777777778
"s7" "1b02f0" 28 36 0.777777777777778
"s7" "00c202" 28 36 0.777777777777778
"s7comm" "00f000" 12 12 1
"s7comm" "010203" 12 12 1
"s7comm" "c10201" 12 12 1
"s7comm" "000016" 12 12 1
"s7comm" "000400" 12 12 1
"s7comm" "02f080" 12 12 1
"s7comm" "000001" 12 12 1
"s7comm" "010002" 12 12 1
"s7comm" "000002" 12 12 1
"s7comm" "020100" 12 12 1
"s7comm" "001611" 12 12 1
"s7comm" "010000" 12 12 1
"s7comm" "c20201" 12 12 1
"s7comm" "f00000" 12 12 1
"s7comm" "0100c2" 12 12 1
"s7comm" "02c001" 12 12 1
"s7comm" "f00300" 12 12 1
"s7comm" "00001b" 12 12 1
"s7comm" "00f003" 12 12 1
"s7comm" "0300c0" 12 12 1
"s7comm" "11d000" 12 12 1
"s7comm" "080000" 12 12 1
"s7comm" "000800" 12 12 1
"s7comm" "010001" 12 12 1
"s7comm" "320100" 12 12 1
"s7comm" "0000ff" 12 12 1
"s7comm" "001b02" 12 12 1
"s7comm" "f08032" 12 12 1
"s7comm" "e00000" 12 12 1
"s7comm" "000401" 12 12 1
"s7comm" "803203" 12 12 1
"s7comm" "000003" 12 12 1
"s7comm" "320300" 12 12 1
"s7comm" "0000f0" 12 12 1
"s7comm" "000019" 12 12 1
"s7comm" "00c102" 12 12 1
"s7comm" "020300" 12 12 1
"s7comm" "11e000" 12 12 1
"s7comm" "000300" 12 12 1
"s7comm" "00c202" 12 12 1
"s7comm" "000200" 12 12 1
"s7comm" "803201" 12 12 1
"s7comm" "1611e0" 12 12 1
"s7comm" "000100" 12 12 1
"s7comm" "1611d0" 12 12 1
"s7comm" "001902" 12 12 1
"s7comm" "0100f0" 12 12 1
"s7comm" "030000" 12 12 1
"s7comm" "1b02f0" 12 12 1
"s7comm" "00c001" 12 12 1
"s7comm" "0102c0" 12 12 1
"s7comm" "020102" 12 12 1
"s7comm" "020000" 12 12 1
"s7comm" "1902f0" 12 12 1
"smb" "000100" 429 436 0.98394495412844
"smb" "000001" 416 436 0.954128440366973
"smb" "010000" 413 436 0.947247706422018
"tftp" "313335" 4 4 1
"tftp" "333530" 4 4 1
